timestamp,warehouse_id,temperature,humidity,shipment_id
2026-07-11T16:00:00Z,WH-101,2.54,57.48,N/A
2026-07-11T18:00:00Z,WH-101,4.44,57.41,N/A
2026-07-11T20:00:00Z,WH-101,3.32,61.34,N/A
2026-07-11T22:00:00Z,WH-101,2.73,58.89,N/A
2026-07-12T00:00:00Z,WH-101,3.91,56.87,N/A
2026-07-12T02:00:00Z,WH-101,3.53,58.38,N/A
2026-07-12T04:00:00Z,WH-101,3.34,55.37,N/A
2026-07-12T06:00:00Z,WH-101,4.36,57.89,N/A
2026-07-12T08:00:00Z,WH-101,2.81,57.27,N/A
2026-07-12T10:00:00Z,WH-101,3.49,62.96,N/A
2026-07-12T12:00:00Z,WH-101,3.68,58.91,N/A
2026-07-12T14:00:00Z,WH-101,3.98,63.13,N/A
2026-07-12T16:00:00Z,WH-101,3.67,64.87,N/A
2026-07-12T18:00:00Z,WH-101,3.43,63.98,N/A
2026-07-12T20:00:00Z,WH-101,2.6,56.31,N/A
2026-07-12T22:00:00Z,WH-101,3.92,56.62,N/A
2026-07-13T00:00:00Z,WH-101,2.99,62.55,N/A
2026-07-13T02:00:00Z,WH-101,4.39,58.47,N/A
2026-07-13T04:00:00Z,WH-101,2.6,64.4,N/A
2026-07-13T06:00:00Z,WH-101,4.23,64.5,N/A
2026-07-13T08:00:00Z,WH-101,3.89,60.95,N/A
2026-07-13T10:00:00Z,WH-101,3.79,61.36,N/A
2026-07-13T12:00:00Z,WH-101,11.43,82.19,N/A
2026-07-13T14:00:00Z,WH-101,12.76,80.59,N/A
2026-07-13T16:00:00Z,WH-101,11.39,85.88,N/A
2026-07-13T18:00:00Z,WH-101,11.69,85.29,N/A
2026-07-13T20:00:00Z,WH-101,10.93,84.76,N/A
2026-07-13T22:00:00Z,WH-101,9.52,80.93,N/A
2026-07-14T00:00:00Z,WH-101,11.84,79.17,N/A
2026-07-14T02:00:00Z,WH-101,9.54,81.11,N/A
2026-07-14T04:00:00Z,WH-101,12.17,85.58,N/A
2026-07-14T06:00:00Z,WH-101,11.33,79.33,N/A
2026-07-14T08:00:00Z,WH-101,11.58,80.54,N/A
2026-07-14T10:00:00Z,WH-101,12.57,81.42,N/A
2026-07-14T12:00:00Z,WH-101,11.72,79.24,N/A
2026-07-14T14:00:00Z,WH-101,11.73,81.9,N/A
2026-07-14T16:00:00Z,WH-101,12.64,78.17,N/A
2026-07-14T18:00:00Z,WH-101,12.41,79.92,N/A
2026-07-14T20:00:00Z,WH-101,3.86,60.19,N/A
2026-07-14T22:00:00Z,WH-101,2.98,61.52,N/A
2026-07-15T00:00:00Z,WH-101,2.53,60.02,N/A
2026-07-15T02:00:00Z,WH-101,2.85,60.1,N/A
2026-07-15T04:00:00Z,WH-101,4.43,58.72,N/A
2026-07-15T06:00:00Z,WH-101,3.21,57.6,N/A
2026-07-15T08:00:00Z,WH-101,2.59,57.98,N/A
2026-07-15T10:00:00Z,WH-101,4.27,64.05,N/A
2026-07-15T12:00:00Z,WH-101,3.73,56.52,N/A
2026-07-15T14:00:00Z,WH-101,4.49,61.19,N/A
2026-07-15T16:00:00Z,WH-101,3.05,64.85,N/A
2026-07-15T18:00:00Z,WH-101,3.54,63.29,N/A
2026-07-24T12:00:00Z,C-801,-16.75,35.2,SH-1112
2026-07-24T12:30:00Z,C-801,-17.66,39.75,SH-1112
2026-07-24T13:00:00Z,C-801,-16.8,42.46,SH-1112
2026-07-24T13:30:00Z,C-801,-19.06,38.57,SH-1112
2026-07-24T14:00:00Z,C-801,-17.62,37.08,SH-1112
2026-07-24T14:30:00Z,C-801,-17.35,43.96,SH-1112
2026-07-24T15:00:00Z,C-801,-17.12,35.88,SH-1112
2026-07-24T15:30:00Z,C-801,-18.04,37.76,SH-1112
2026-07-24T16:00:00Z,C-801,-18.39,38.99,SH-1112
2026-07-24T16:30:00Z,C-801,-19.34,40.28,SH-1112
2026-07-24T17:00:00Z,C-801,-16.94,35.47,SH-1112
2026-07-24T17:30:00Z,C-801,-16.76,41.91,SH-1112
2026-07-24T18:00:00Z,C-801,-18.37,43.35,SH-1112
2026-07-24T18:30:00Z,C-801,-19.1,40.57,SH-1112
2026-07-24T19:00:00Z,C-801,-18.43,36.72,SH-1112
2026-07-24T19:30:00Z,C-801,-19.45,44.66,SH-1112
2026-07-24T20:00:00Z,C-801,-18.81,36.69,SH-1112
2026-07-24T20:30:00Z,C-801,-19.24,37.99,SH-1112
2026-07-24T21:00:00Z,C-801,-18.09,39.6,SH-1112
2026-07-24T21:30:00Z,C-801,-18.11,38.63,SH-1112
2026-07-24T22:00:00Z,C-801,-17.4,37.13,SH-1112
2026-07-24T22:30:00Z,C-801,-17.85,38.57,SH-1112
2026-07-24T23:00:00Z,C-801,-18.59,44.75,SH-1112
2026-07-24T23:30:00Z,C-801,-18.86,43.41,SH-1112
2026-07-25T00:00:00Z,C-801,-18.81,40.58,SH-1112
2026-07-25T00:30:00Z,C-801,-19.36,42.47,SH-1112
2026-07-25T01:00:00Z,C-801,-16.84,38.77,SH-1112
2026-07-25T01:30:00Z,C-801,-16.92,40.35,SH-1112
2026-07-25T02:00:00Z,C-801,-19.43,35.12,SH-1112
2026-07-25T02:30:00Z,C-801,-18.15,41.0,SH-1112
2026-07-25T03:00:00Z,C-801,-18.15,39.06,SH-1112
2026-07-25T03:30:00Z,C-801,-16.99,42.85,SH-1112
2026-07-25T04:00:00Z,C-801,-18.53,41.1,SH-1112
2026-07-25T04:30:00Z,C-801,-17.04,36.58,SH-1112
2026-07-25T05:00:00Z,C-801,-17.0,40.7,SH-1112
2026-07-25T05:30:00Z,C-801,-19.15,39.67,SH-1112
2026-07-25T06:00:00Z,C-801,-18.81,35.25,SH-1112
2026-07-25T06:30:00Z,C-801,-19.29,38.76,SH-1112
2026-07-25T07:00:00Z,C-801,-17.62,43.1,SH-1112
2026-07-25T07:30:00Z,C-801,-18.42,39.88,SH-1112
2026-07-25T08:00:00Z,C-801,2.36,68.26,SH-1112
2026-07-25T08:30:00Z,C-801,0.4,73.89,SH-1112
2026-07-25T09:00:00Z,C-801,-0.62,73.73,SH-1112
2026-07-25T09:30:00Z,C-801,0.65,68.11,SH-1112
2026-07-25T10:00:00Z,C-801,-0.24,71.7,SH-1112
2026-07-25T10:30:00Z,C-801,2.55,69.29,SH-1112
2026-07-25T11:00:00Z,C-801,2.3,74.15,SH-1112
2026-07-25T11:30:00Z,C-801,0.99,74.71,SH-1112
2026-07-25T12:00:00Z,C-801,1.54,74.73,SH-1112
2026-07-25T12:30:00Z,C-801,2.66,70.22,SH-1112
